ImageURL,Description,Country,Weather,TimeOfDay,Season,Activity,Mood
images\img_000576_adf3762b9d61.jpg,"A stunning view of the Pyramids of Giza during golden hour, with a camel rider crossing the desert. I chose this place because it’s one of the most iconic historical wonders in the world and represents ancient Egyptian civilization.",Egypt,Sunny,Evening,Summer,Camel Riding,Nostalgia
images\img_000577_d3a29b49b6bb.jpg,"A stunning view of Burj Khalifa during sunset, with the Dubai Fountain glowing beautifully below and the city lights surrounding it. I chose this place because Dubai represents modern architecture, luxury, and vibrant city life..",United Arab Emirates,Rainy,Evening,Winter,Sightseeing,Excitement
images\img_000578_a2f3a82461a8.jpg,"A magical winter view of Saint Basil’s Cathedral in Moscow, covered in falling snow at night. I chose this place because of its unique colorful architecture and the beautiful winter atmosphere.",Russia,Snowy,Evening,Winter,Sightseeing,Romance
images\img_000579_f48fb809fab4.jpg,A peaceful view of the Dome of the Rock in Jerusalem with flocks of pigeons surrounding the courtyard. I chose this place because it holds deep spiritual and historical significance and offers a serene atmosphere.,Palestine,Not Clear,Morning,Not Clear,Sightseeing,Nostalgia
images\img_000580_a96e767cf6d3.jpg,"A bright and clear daytime view of the Eiffel Tower from Trocadéro Gardens, with people relaxing around the fountains. I chose this place because it’s one of the most iconic landmarks in the world and offers a beautiful open view of Paris.",France,Sunny,Afternoon,Spring,Sightseeing,Happiness
images\img_000581_86c857ba68f8.jpg,A breathtaking view of the Swiss Alps with a turquoise lake and a hiker standing on a narrow mountain ridge. I chose this place because Switzerland offers some of the most stunning natural landscapes perfect for hiking and adventure.,Switzerland,Cloudy,Morning,Not Clear,Nature Viewing,Adventure
images\img_000582_931e13ba9230.jpg,"A beautiful evening view of the Ortak?y Mosque glowing with warm lights beside the Bosphorus Bridge in Istanbul. I chose this place because it perfectly blends history, culture, and modern city life.",Turkey,Cloudy,Evening,Not Clear,Sightseeing,Romance
images\img_000583_9a390bbb66a5.jpg,"A stunning tropical view of Maldives with overwater bungalows, crystal-clear turquoise water, and palm trees under a bright sunny sky. I chose this place because it represents the perfect peaceful island escape.",Maldives,Sunny,Afternoon,Summer,Relaxing,Happiness
images\img_000584_d8e8909f2a80.jpg,"A stunning view of the Pyramids of Giza during golden hour, with a camel rider crossing the desert. I chose this place because it’s one of the most iconic historical wonders in the world and represents ancient Egyptian civilization.",Egypt,Sunny,Evening,Summer,Camel Riding,Adventure
images\img_000585_3e00b9658d7f.jpg,"A stunning sunset view of Burj Khalifa rising above the glowing cityscape of Dubai. I chose this place because it represents modern architecture, luxury, and one of the most iconic skylines in the world.",United Arab Emirates,Not Clear,Evening,Not Clear,Sightseeing,Excitement
images\img_000586_a0b636454e0b.jpg,"A moody winter view of Saint Basil’s Cathedral and the Kremlin in Moscow, surrounded by bare trees and patches of snow. I chose this place because of its rich history and unique architecture that stands out even in cold winter weather.",Russia,Snowy,Afternoon,Winter,Sightseeing,Melancholy
images\img_000587_45cf7eb20e3a.jpg,"Beautiful Istanbul near Hagia Sophia, chosen because I love exploring historical landmarks",Turkey,Sunny,Morning,Spring,Sightseeing,Excitement
images\img_000588_99307b2a60dd.jpg,"The pyramids in Egypt are an incredible architectural masterpiece, and I chose this place because I would love to see it in real life.",Egypt,Sunny,Afternoon,Summer,Sightseeing,Excitement
images\img_000589_327691072008.jpg,"Al-Andalus is a place with a rich and beautiful history for Muslims, which is why I chose it.",Spain,Not Clear,Evening,Summer,Sightseeing,Nostalgia
images\img_000590_63b67e5538ee.jpg,"Al-Aqsa Mosque in Jerusalem is a sacred place, and I chose it because I truly wish to visit it one day and pray there.",Palestine,Sunny,Afternoon,Spring,Sightseeing,Nostalgia
images\img_000591_56efcd56f70a.jpg,"The Eiffel Tower truly captures my attention, which is why I chose this destination.",France,Sunny,Afternoon,Spring,Sightseeing,Excitement
images\img_000592_7f806b85456d.jpg,"Dubai showcases the beauty of modern architectural design, which is why I chose this destination.",UAE,Sunny,Afternoon,Winter,Relaxing,Excitement
images\img_000593_2409697c19f2.jpg,"I chose this place because I would love to experience the activities in Thailand, especially riding a boat.",Thailand,Sunny,Morning,Not Clear,Hiking,Adventure
images\img_000594_2d1958102b95.jpg,I chose Greece because I would love to explore its historical landmarks and enjoy its stunning natural scenery.,Greece,Sunny,Morning,Spring,Sightseeing,Happiness
images\img_000595_4138bb750270.jpg,"I chose Japan because it has been a dream of mine since childhood, and I wish to visit it to see its traditional homes.",Japan,Sunny,Morning,Spring,Relaxing,Happiness
images\img_000596_df7349cec9f8.jpg,"This iconic view features Mount Fuji with its snow-capped peak and the Chureito Pagoda, framed by vibrant pink cherry blossoms. I choose it because of quintessential, globally recognized symbol of Japanese natural beauty and culture, especially during the spring season.",japan,Sunny,Morning,Spring,Sightseeing,Romance
images\img_000597_ceb7f044a039.jpg,"This is a picture of a traditional Korean pavilion/pagoda in a historical park, framed by brilliant red and orange autumn maple leaves. It is chosen for its breathtaking capture of traditional Asian architecture amidst the rich colors of the fall season.",Korea,Sunny,Afternoon,Fall,Sightseeing,Nostalgia
images\img_000598_1c0a01f7695a.jpg,This image shows a stunning evening view of Paris with the Eiffel Tower brightly illuminated beside the Seine River. The city lights and the colorful sky create a romantic and vibrant atmosphere. I chose this place because Paris is one of the most iconic travel destinations in the world and a city I’ve always wanted to explore.,Paris,Cloudy,Evening,Not Clear,Sightseeing,Romance
images\img_000599_688c20731b68.jpg,"This is an aerial, daytime view of the Houses of Parliament and the Elizabeth Tower (Big Ben) along the River Thames in London, showcasing the full complex and the surrounding urban area. It is chosen as a definitive symbol of British democracy, history, and architectural grandeur in bright daylight.",London,Sunny,Afternoon,Summer,Sightseeing,Happiness
images\img_000600_09dab0b309c5.jpg,"This is a picture of the Pyramids of Giza near Cairo. The photo captures the scale and ancient stone construction of the pyramid(s) against a clear blue sky. In the foreground, there are figures on camels, indicating a typical desert activity and providing a sense of scale. I chose this place because it is an unparalleled symbol of ancient civilization, engineering, and history, instantly recognizable worldwide.",Egypt,Sunny,Afternoon,Summer,Sightseeing,Adventure
images\img_000601_d029c7069bde.jpg,"This is a stunning aerial or high-vantage-point photo of the Manhattan skyline in New York City at sunset. The dense grid of skyscrapers fills the frame, with the sunlight bursting through clouds on the right, casting a warm, golden glow on the buildings. The Empire State Building is clearly visible in the center. I chose this place because it represents the raw energy and beautiful density of one of the world's most recognizable cities, captured during a time of day that maximizes visual drama.",New york,Cloudy,Evening,Not Clear,Sightseeing,Adventure
images\img_000602_ef3070b9cd18.jpg,"This is a picture of the Great Wall of China, specifically showing its winding path along the mountainous ridges. The foreground features a well-preserved watchtower, with the wall extending far into the distance, connecting other towers on distant peaks. The wall is surrounded by thick, vibrant green foliage. I chose this place because it is one of the world's most impressive feats of human engineering and a profound symbol of Chinese history and culture.",China,Sunny,Morning,Summer,Sightseeing,Curiosity
images\img_000603_8c863fe40168.jpg,"This is a wide-angle photograph of the Prophet's Mosque (Al-Masjid an-Nabawi) in Medina, Saudi Arabia, captured at sunset, highlighting the many tall minarets and vast roof with its signature domes. I choose it for its immense spiritual significance as one of the holiest sites in Islam and its unique, tranquil architectural beauty.",Suadi arabia,Sunny,Afternoon,Not Clear,Relaxing,Nostalgia
images\img_000604_8a3f8a95a69a.jpg,"The image captures a vibrant red mountain train climbing a steep, lush green slope with massive, snow-capped mountains in the background.I chose this place because it perfectly encapsulates the stunning beauty and dramatic scale of the Swiss Alps, combining technological marvel with natural splendor.",Switzerland,Sunny,Morning,Not Clear,Sightseeing,Adventure
images\img_000605_06967fc018ed.jpg,"This is a picture of the Süleymaniye Mosque in Istanbul, Turkey, captured during the day.I chose this place because it showcases the immense historical architecture and the bustling, colorful environment of Istanbul.",Turkey,Sunny,Afternoon,Spring,Sightseeing,Happiness
images\img_000606_3499653f1ecb.jpg,"""A cliffside view of Kelingking Beach in Nusa Penida, Bali. I chose it for the relaxing, amazing view and the peaceful feeling of looking over the bright blue water.""",Indonesia,Cloudy,Afternoon,Summer,Sightseeing,Adventure
images\img_000607_d5c2c8b658e0.jpg,"""Evening view of the Colosseum in Rome, glowing with lights. I chose it because it’s a famous place I’ve always wanted to see, and it makes me curious about the stories and history inside its walls.""",Italy,Not Clear,Evening,Not Clear,Sightseeing,Happiness
images\img_000608_216bcc981053.jpg,"""Morning view of the Maldives with a calm ocean and soft sunrise clouds. I chose it for the peaceful, very relaxing scene that simply makes me happy.""",Maldives,Cloudy,Morning,Spring,Relaxing,Happiness
images\img_000609_5e928125050e.jpg,"""Rain falling over the Kaaba in Mecca during the evening. I chose it for its peaceful beauty and the warm, happy feeling it gives me inside.""",Saudi Arabia,Rainy,Evening,Winter,Religious/Spiritual Visit,Happiness
images\img_000610_c60a7f1fd5e2.jpg,"""A beautiful view of Niagara Falls in Canada with the water rushing down and touches of orange fall trees around it. I chose it because I visited before, and the magical, relaxing scene stayed with me.""",Canada,Not Clear,Afternoon,Fall,Sightseeing,Adventure
images\img_000611_f2ec83093e50.jpg,"""Sunset view of the Pyramids of Giza with a warm golden sky. I chose it because seeing one of the world’s greatest ancient wonders at sunset feels unforgettable.""",Egypt,Sunny,Evening,Not Clear,Sightseeing,Happiness
images\img_000612_1a6a564231c4.jpg,"""Snowy Zermatt with the Matterhorn towering above. I chose it for the fun of skiing, the amazing view of the Alps, and the stunning winter scenery.""",Switzerland,Snowy,Afternoon,Winter,Skiing,Adventure
images\img_000613_c0e40cd0e21b.jpg,"""Hot-air balloons floating over Cappadocia at sunrise. I chose it for the unique adventure experience and the magical morning landscape.""",Turkey,Sunny,Morning,Summer,Hot-air balloon ride,Happiness
images\img_000614_e70d88414d2c.jpg,"""Rainy fall scene in Central Park with autumn trees while biking. I chose it because the fall colors and rainy atmosphere feel peaceful and nostalgic.""",USA,Rainy,Afternoon,Fall,Biking,Adventure
images\img_000615_8d5fa98b5b75.jpg,"""Skydiving over Palm Jumeirah in Dubai. I chose it because the aerial view and adrenaline of jumping above the iconic island feel unforgettable.""",UAE,Cloudy,Afternoon,Not Clear,Skydiving,Adventure
images\img_000616_e6951731923b.jpg,"A view of Moscow City’s skyscrapers during winter, showing modern towers surrounded by snow and cold atmosphere.",Russia,Snowy,Evening,Winter,Sightseeing,Curiosity
images\img_000617_ceeeaba3f978.jpg,"A classic Amsterdam canal view with bicycles and historic buildings, chosen for its peaceful European charm.",Netherlands,Cloudy,Afternoon,Spring,Sightseeing,Nostalgia
images\img_000618_2263314112ec.jpg,"A beautiful view of Barcelona’s coastline with the city and beach atmosphere, chosen for its lively Mediterranean vibe.",Spain,Sunny,Afternoon,Summer,Relaxing,Happiness
images\img_000619_4ee6ce09cf75.jpg,"A scenic view of Istanbul with historic architecture and the Bosphorus, chosen for its rich cultural atmosphere.",Turkey,Sunny,Evening,Summer,Sightseeing,Curiosity
images\img_000620_ba1112e9c941.jpg,"A vibrant cityscape of Seoul with tall modern buildings and colorful lights, chosen for its energetic urban atmosphere.",South Korea,Cloudy,Evening,Fall,Sightseeing,Excitement
images\img_000621_265a6b6e1fe4.jpg,"A stunning view of Norway’s mountains and icy waters, chosen for its peaceful and dramatic natural beauty.",Norway,Snowy,Morning,Winter,Hiking,Adventure
images\img_000622_997dface7cac.jpg,"The famous Fushimi Inari Shrine with its iconic red torii gates, chosen for its cultural and spiritual significance.",Japan,Sunny,Morning,Spring,Sightseeing,Curiosity
images\img_000623_b3ca46daac10.jpg,"A dramatic mountainous landscape in Dagestan with steep cliffs and greenery, chosen for its breathtaking natural scenery.",Russia,Cloudy,Afternoon,Summer,Hiking,Adventure
images\img_000624_a1785687d7f5.jpg,"A vast icy landscape of Greenland with glaciers and snow, chosen for its serene and remote arctic beauty.",Greenland,Snowy,Morning,Winter,Hiking,Melancholy
images\img_000625_0442546a1430.jpg,"A rugged mountainous landscape in Afghanistan, chosen for its dramatic terrain and natural beauty.",Afghanistan,Sunny,Afternoon,Summer,Hiking,Adventure
images\img_000626_67bf924a68e6.jpg,White-sand tropical beach bordered by rainforest and the Great Barrier Reef.,Australia,Sunny,Evening,Summer,Relaxing,Happiness
images\img_000627_cacacb00f1e8.jpg,Dramatic canyon view with a winding river and glowing cliffs.,United States,Sunny,Morning,Summer,Sightseeing,Adventure
images\img_000628_b00bea32793d.jpg,Classic Roman rooftops and domes.,Italy,Sunny,Afternoon,Summer,Sightseeing,Curiosity
images\img_000629_5eb8db08894c.jpg,Ha Long Bay cliffs and calm water during sunset.,Vietnam,Sunny,Morning,Fall,Boat Tour,Romance
images\img_000630_4010bae1a5a8.jpg,Green alpine fields and Dolomites mountains.,Italy,Sunny,Morning,Summer,Hiking,Happiness
images\img_000631_f0c531905086.jpg,Overwater villas and crystal-clear lagoon.,Maldives,Sunny,Morning,Summer,Swimming,Happiness
images\img_000632_05aae3cabf79.jpg,Dome of the Rock under clear blue sky.,Palestine,Sunny,Morning,Not Clear,Sightseeing,Curiosity
images\img_000633_b9395063ca5c.jpg,"Alhambra Palace, A photo of the Court of the Lions, highlighting the detailed carvings on the marble pillars. I chose this place because its unique craftsmanship and historical atmosphere bring back nostalgic memories from my visit.",Spain,Sunny,Afternoon,Spring,Sightseeing,Nostalgia
images\img_000634_c11079ffaafc.jpg,"Lake Como, A peaceful lakeside view with colorful flowers and classic buildings along the water. I chose this place because its calm atmosphere and natural beauty makes it a perfect getaway",Italy,Sunny,Afternoon,Spring,Relaxing,Happiness
images\img_000635_d08f5d9c5027.jpg,"Jungfraujoch (Swiss Alps), A breathtaking view of snow-covered mountains under soft morning light. I chose this place because its majestic alpine scenery makes it a fascinating place to experience.",Switzerland,Snowy,Morning,Winter,Sightseeing,Adventure
images\img_000636_90ad7fe0b145.jpg,"Colosseum, An early-morning view of the Roman Colosseum with some clouds in the sky, highlighting its ancient architecture. I chose this place because its deep history and timeless design is fascinating.",Italy,Cloudy,Morning,Not Clear,Sightseeing,Curiosity
images\img_000637_c591ba3d08e0.jpg,"Mecca, A view of the Kaaba at night. I chose this place because it is the holiest site in Islam.",Saudi Arabia,Not Clear,Evening,Not Clear,Pilgrimage,Happiness
images\img_000638_9da8809a06ed.jpg,"Antarctica, A wide icy landscape showing snow and glacier terrain. I chose this place because of its unique frozen beauty and the challenge of exploring one of the most extreme places on Earth.",Antarctica,Snowy,Afternoon,Not Clear,Hiking,Adventure
images\img_000639_d120a159ea86.jpg,"Maldives, A golden afternoon on a sunny beach with clear water and vacation huts. I chose this place for its relaxing tropical beauty.",Maldives,Sunny,Afternoon,Summer,Relaxing,Happiness
images\img_000640_d8cede99f6b5.jpg,"Great Wall of China, A breathtaking view of the Great Wall of China snaking over mountains. I chose this place because it symbolizes ancient history and architectural marvels.",China,Sunny,Afternoon,Spring,Sightseeing,Adventure
images\img_000641_30e482354075.jpg,A sacred city for Muslims with great historical and cultural importance. I want to visit it to experience its spiritual atmosphere and rich history.,Palestine,Sunny,Afternoon,Summer,Praying / Worshiping,Nostalgia
images\img_000642_e3a2b68a31bf.jpg,A scenic city on the Black Sea coast with green hills and historic landmarks. I want to visit it to enjoy its natural beauty and explore its culture.,Turkey,Cloudy,Afternoon,Spring,Sightseeing,Adventure
images\img_000643_071a0050756d.jpg,"Disneyland is a magical theme park full of fun and excitement. I want to visit it to experience the rides, shows, and joyful atmosphere.",France,Not Clear,Evening,Not Clear,Entertainment,Excitement
images\img_000644_7a6a8305ba14.jpg,"Rovaniemi is a magical Arctic?Circle city in Finnish Lapland, full of snowy landscapes, Northern Lights, and winter wonderland charm. I want to visit it to enjoy its unique Arctic nature, experience the snow and the lights, and live a dream of a fairy?tale winter.",Finland,Snowy,Evening,Winter,Skiing / Winter Activities,Happiness
images\img_000646_8887b6d63b09.jpg,"The Maldives — a tropical paradise of crystal?clear waters and white sandy beaches, perfect for relaxation and island?life escape. I want to visit it to enjoy its serene nature, warm seas, and peaceful island ambiance.",Maldives,Sunny,Morning,Summer,Relaxing / Swimming / Beach Vacation,Romance
images\img_000647_aa73740d6d7f.jpg,"Venice is a magical city built on water, with charming canals and gondola rides; I want to visit it to ride a gondola, enjoy the canals and feel the unique romantic atmosphere.",Italy,Sunny,Afternoon,Summer,Boat Riding / Sightseeing,Curiosity
images\img_000648_3b5bb29b695a.jpg,Twin Lagoon in Coron is a hidden tropical paradise with crystal?clear turquoise water surrounded by dramatic limestone cliffs — I want to visit to swim between two connected lagoons and enjoy its natural beauty.,Philippines,Sunny,Afternoon,Spring,Boat Riding / Swimming / Sightseeing,Happiness
images\img_000649_8b2d535d706b.jpg,"Machu?Picchu — an ancient Inca mountain city perched high in the Andes; I want to hike there to explore the ruins, enjoy breathtaking mountain views and experience ancient history.",Peru,Cloudy,Afternoon,Spring,Hiking / Exploring Ruins,Adventure
images\img_000650_7e2b3eb52c6a.jpg,"A clear and bright picture of the Dome of the Rock that we long for, surrounded by historic buildings and ancient stone walls.",Palestine,Sunny,Morning,Summer,Sightseeing,Nostalgia
images\img_000651_304cd4d3299a.jpg,"A beautiful sunset view of the Great Pyramids of Giza, with warm golden sky colors shining over the desert.",Egypt,Sunny,Morning,Summer,Sightseeing,Adventure
images\img_000652_331ffd4394c5.jpg,"A powerful waterfall with bright blue water crashing down, surrounded by clouds and mist.",Canada,Cloudy,Afternoon,Summer,Relaxing,Excitement
images\img_000653_08c3dfd12ea3.jpg,"A night view of Shanghai’s skyline with colorful lights, featuring the bright pink Oriental Pearl Tower beside modern skyscrapers.",China,Not Clear,Evening,Not Clear,Sightseeing,Curiosity
images\img_000654_cab897d934bb.jpg,A bright daytime photo of the Leaning Tower of Pisa with people walking around the green lawn under a partly cloudy sky.,Italy,Cloudy,Afternoon,Spring,Sightseeing,Happiness
images\img_000655_e5324b49e185.jpg,"A sunny photo of the ancient Petra building carved into the rock, with people walking in front of it under a deep blue sky.",Jordan,Sunny,Afternoon,Summer,Sightseeing,Adventure
images\img_000656_5a197fd76b63.jpg,A large crowd of worshippers gathered around the Kaaba during prayer inside the Grand Mosque.,Saudi Arabia,Not Clear,Evening,Not Clear,Praying,Nostalgia
images\img_000657_2c7a50041690.jpg,"A snowy winter scene of the Eiffel Tower with people walking toward it, surrounded by bare trees and a white walkway.",France,Snowy,Afternoon,Winter,Sightseeing,Romance
images\img_000658_24c7c70bba03.jpg,"An aerial view of Barcelona with the Sagrada Família in the center, surrounded by long straight streets and warm sunset light.",Spain,Sunny,Evening,Fall,Sightseeing,Curiosity
images\img_000659_2ef478c0a2a6.jpg,"A charming street view leading to the historic Galata Tower, with old buildings, warm sunlight, and a cobblestone road.",Turkey,Sunny,Afternoon,Fall,Walking,Adventure
images\img_000660_4c9cb5a74d1a.jpg,Wide view of the Eiffel Tower under a clear blue sky with Paris greenery and cityscape / chosen because it's an iconic landmark I want to see in person.,France,Sunny,Afternoon,Summer,Sightseeing,Romance
images\img_000661_7fef4e3b8b1b.jpg,"Swiss countryside with a farmhouse and small chapel on a green meadow of yellow wildflowers, with forests and mountains/ chosen for its peaceful, scenic vibe.",Switzerland,Cloudy,Morning,Summer,Relaxing,Happiness
images\img_000662_431685a55b6e.jpg,Red multi-tier pagoda overlooking a city with snow-capped Mount Fuji in the background/ chosen for the mix of Japanese culture and epic nature.,Japan,Cloudy,Afternoon,Winter,Sightseeing,Adventure
images\img_000663_ada2a89e7184.jpg,"Wide daytime view of the Dome of the Rock with its golden dome and intricate blue tilework under a deep blue sky/ chosen because it represents my heritage and makes me feel nostalgic, especially since we are not allowed to go there.",Palestine,Sunny,Afternoon,Not Clear,Sightseeing,Nostalgia
images\img_000664_fdb0980a4c08.jpg,"A sunny coastal marina packed with boats and yachts beside a green cliffside town, overlooking a calm deep-blue sea/ chosen because I'd love to explore a lively Mediterranean-style harbor and relax by the water.",Turkey,Sunny,Afternoon,Summer,Sightseeing,Happiness
images\img_000665_49a5806c00e5.jpg,"Saint Basil's Cathedral in Moscow at night during snowfall, glowing under city lights/ chosen because the winter atmosphere looks magical and I want to experience Red Square in the snow.",Russia,Snowy,Evening,Winter,Sightseeing,Excitement
images\img_000666_4a62d8149f65.jpg,"Lush green terraced rice paddies, characteristic of Bali's agricultural landscape",Indonesia,Sunny,Morning,Summer,Sightseeing,Happiness
images\img_000667_ee7ca605c9c9.jpg,The modern glass pyramid entrance contrasting with the historic palace architecture,France,Cloudy,Afternoon,Spring,Sightseeing,Excitement
images\img_000668_207e669e25ca.jpg,"Gondolas floating on the Grand Canal, surrounded by classic Venetian buildings",Italy,Sunny,Afternoon,Summer,Relaxing,Romance
images\img_000669_aa2e7dea2549.jpg,Mount Fuji towering over delicate cherry blossom trees in full bloom,Japan,Sunny,Morning,Spring,Sightseeing,Happiness
images\img_000670_080d377729f7.jpg,The stunning turquoise waters of Moraine Lake backed by the snow-dusted Valley of the Ten Peaks,Canada,Cloudy,Morning,Spring,Hiking,Adventure
images\img_000671_497fc8b8305b.jpg,Trekkers making their way across a snowy path toward the high-altitude mountain peaks,Nepal,Sunny,Afternoon,Fall,Hiking,Adventure
images\img_000672_923f2b95f1e8.jpg,The historic main square filled with people dining and socializing under the arcades,Spain,Cloudy,Afternoon,Summer,Relaxing,Happiness
images\img_000673_b7ec4d8bb652.jpg,"White, cliffside houses with blue domes overlooking the Aegean Sea during sunset",Greece,Sunny,Evening,Summer,Relaxing,Romance
images\img_000674_fc0a77fb50bd.jpg,An aerial view of the city bowl and coastline with the flat top of Table Mountain,South Africa,Sunny,Afternoon,Summer,Sightseeing,Excitement
images\img_000675_6ba06b959d2f.jpg,FC Barcelona’s Camp Nou during an El Clásico match full crowd choreography and electric football atmosphere.,Spain,Not Clear,Evening,Spring,Watching a football match,Excitement
images\img_000676_a9ec87440188.jpg,"A stunning view of the Dome of the Rock with its golden dome and detailed blue mosaics, representing deep historical and cultural significance.",Palestine,Cloudy,Afternoon,Not Clear,Praying,Happiness
images\img_000677_a460ef4fb1b2.jpg,"A view of the Holy Kaaba surrounded by worshippers performing prayer and pilgrimage in Masjid al-Haram, a deeply spiritual and peaceful sacred place.",Saudi Arabia,Not Clear,Afternoon,Fall,Praying,Happiness
images\img_000678_13ce80e8741d.jpg,"A panoramic view of Dubai with the Museum of the Future and Emirates Towers, showing the city's modern skyline and vibrant urban atmosphere.",United Arab Emirates,Cloudy,Afternoon,Winter,Sightseeing,Curiosity
images\img_000679_d05b963d6b61.jpg,"A stunning view of the Bahá'í Gardens in Haifa featuring perfectly terraced gardens, vibrant greenery and the golden-domed Shrine of the Báb at the top.",Palestine,Sunny,Afternoon,Summer,Sightseeing,Curiosity
images\img_000680_5f1254b22cc0.jpg,Luxury overwater villa with a private pool surrounded by clear turquoise water and palm trees offering a peaceful and relaxing tropical experience.,Maldives,Sunny,Afternoon,Summer,Relaxing,Happiness
images\img_000681_0b06d3651fd4.jpg,An iconic view of the Great Wall of China stretching across green mountains showing its ancient stone pathways and watchtowers.,China,Cloudy,Morning,Spring,Walking,Curiosity
images\img_000682_3448461b8625.jpg,"A classic view of Big Ben and the Houses of Parliament with iconic red telephone booths and double-deckers passing by, capturing the lively charm of central London.",United Kingdom,Cloudy,Evening,Not Clear,Sightseeing,Curiosity
images\img_000683_e23a4ce93679.jpg,"A romantic night view of the Eiffel Tower glowing with golden lights, overlooking the city of Paris.",France,Not Clear,Evening,Not Clear,Sightseeing,Romance
images\img_000684_b6603df602c1.jpg,"A view of Al-Aqsa Mosque in Jerusalem, an important Islamic holy site.",Palestine,Sunny,Morning,Spring,Relaxing,Happiness
images\img_000685_f6c462c45608.jpg,Al-Masjid an-Nabawi in Madinah showing its peaceful courtyard and iconic green dome.,Saudi Arabia,Sunny,Afternoon,Summer,Relaxing,Happiness
images\img_000686_e0a64b1ed67b.jpg,The Holy Kaaba in Mecca surrounded by pilgrims during worship.,Saudi Arabia,Sunny,Evening,Summer,Relaxing,Happiness
images\img_000687_13c201fdc9f2.jpg,Bosphorus Bridge in Istanbul connecting the European and Asian sides of the city.,Turkey,Sunny,Evening,Spring,Sightseeing,Excitement
images\img_000688_094bb458572b.jpg,Majestic waterfalls flowing through the Norwegian natural landscape.,Norway,Cloudy,Afternoon,Summer,Hiking,Adventure
images\img_000689_e8ae5512c3c8.jpg,Swiss Alps featuring snowy mountain peaks and green valleys.,Switzerland,Sunny,Morning,Winter,Hiking,Adventure
images\img_000690_b95ba02acfb2.jpg,Luxury water villas built above turquoise waters in the Maldives.,Maldives,Sunny,Afternoon,Summer,Relaxing,Happiness
images\img_000691_7de0d9ca0726.jpg,"Calm historic streets in Ait Ben Haddou, a traditional Moroccan kasbah village.",Morocco,Sunny,Afternoon,Summer,Sightseeing,Adventure
images\img_000692_e16c9703d08f.jpg,A scenic Mediterranean view in Sidi Bou Said village with white and blue houses.,Tunisia,Sunny,Morning,Summer,Sightseeing,Happiness
images\img_000693_11ec1b81b6b0.jpg,A stunning view of the courtyard of the Umayyad Mosque highlighting its ancient Islamic architecture.,Syria,Cloudy,Afternoon,Spring,Sightseeing,Happiness
images\img_000694_c27966daa86e.jpg,Group of skiers hiking through snowy mountains in the Swiss Alps. I chose it for its adventurous winter landscape and dramatic alpine scenery.,Switzerland,Sunny,Morning,Winter,Skiing,Adventure
images\img_000695_b9bc6506553f.jpg,"""The Al-Aqsa Mosque complex in Jerusalem, a sacred historical and spiritual site. I chose this place because it represents deep cultural and religious significance, and it inspires a strong sense of connection and identity.",Palestine,Sunny,Afternoon,Spring,Sightseeing,Nostalgia
images\img_000696_a73bc2917dea.jpg,"This image shows Masjid Al-Haram in Mecca with the Kaaba at its center, surrounded by worshippers performing their religious rituals. I chose this place because it is the holiest site in Islam and visiting it for worship is a lifelong dream for me",Saudi Arabia,Not Clear,Evening,Not Clear,Worship,Happiness
images\img_000697_37f94b9778a7.jpg,"A vibrant cityscape of Istanbul, capturing its historic charm and cultural energy; I chose this place for its rich history, diverse culture, and beauty bridging continents.",Turkey,Sunny,Afternoon,Spring,Sightseeing,Curiosity
images\img_000698_27fb96f05722.jpg,"A panoramic view of London’s skyline with iconic buildings; I chose this place for its rich history, vibrant culture, and blend of historic and modern architecture.",United Kingdom,Sunny,Afternoon,Summer,Sightseeing,Curiosity
images\img_000699_011fcd8b3639.jpg,"A warm sunset over Paris with the Eiffel Tower, orange autumn trees, and a calm river creating a romantic, peaceful scene.",France,Sunny,Evening,Fall,Sightseeing,Curiosity
images\img_000700_c167dfa5a4df.jpg,"A bright, colorful Tokyo street glowing with neon signs as people walk through the lively nightlife.",Japan,Not Clear,Evening,Not Clear,Walking,Excitement
images\img_000701_da5ef1c09a2f.jpg,Snow-capped peaks of Mount Everest and the Himalayas under a cloudy sky.,Nepal,Cloudy,Morning,Winter,Hiking,Adventure
images\img_000702_a2fddb91cc3c.jpg,The twin spires of Cologne Cathedral rising above autumn trees.,Germany,Cloudy,Afternoon,Fall,Sightseeing,Nostalgia
images\img_000703_fe3122d3e82a.jpg,Sunset casting purple and orange hues over the Grand Canyon.,USA,Sunny,Evening,Summer,Sightseeing,Adventure
images\img_000704_1c7ad89a84c4.jpg,Machu Picchu ruins nestled in green mountains with mist rolling in.,Peru,Cloudy,Morning,Summer,Hiking,Curiosity
images\img_000705_fd072b807d39.jpg,The Eiffel Tower viewed from the Seine river at dusk with pink sky.,France,Cloudy,Evening,Spring,Sightseeing,Romance
images\img_000706_9758b33bd892.jpg,Vibrant purple and green Northern Lights over a snowy landscape.,Iceland,Not Clear,Evening,Winter,Sightseeing,Excitement
images\img_000707_30e8045d64f8.jpg,The Empire State Building and NYC skyline bathed in golden sunset light.,USA,Sunny,Evening,Summer,Sightseeing,Excitement
images\img_000708_140379368647.jpg,Blue domes and white buildings of Santorini against a bright sky.,Greece,Sunny,Afternoon,Summer,Relaxing,Happiness
images\img_000709_8b47630fce38.jpg,The faces of Mount Rushmore carved into the granite cliffside.,USA,Sunny,Afternoon,Summer,Sightseeing,Nostalgia
